OBJECTID,TRANSCODE,TC_METHOD,NAME,UNIQUE_ID,LAKE_NAME,NEW_KEY,X_COORD,Y_COORD,COMID,FDATE,GNIS_ID,GNIS_NAME,REACHCODE,FTYPE,FCODE,CI_TR,PU_CODE
17104,menom61313,spatjoin,Kennedy Lake,19063,Kennedy Lake,36-96,322279.3363,611706.1086,111861313,11/19/03,1614906,Kennedy Lake,4.03011E+12,390,39004,61313,menom
17105,menom61409,spatjoin,Maggie Lakes,19356,Maggie Lakes (east),36-153.1,309234.6269,609471.6012,111861409,11/19/03,631325,Maggie Lakes,4.03011E+12,390,39004,61409,menom
17107,menom61351,spatjoin,Buck Lake,19054,Buck Lake,36-150,313130.643,611709.6528,111861351,11/19/03,622178,Buck Lake,4.03011E+12,390,39004,61351,menom
17109,menom61337,spatjoin,Finn Lake,19085,Finn Lake,36-103,318282.3352,611808.4139,111861337,11/19/03,625967,Finn Lake,4.03011E+12,390,39004,61337,menom
17110,menom61373,spatjoin,Isaacson Lake,19185,Isaacson Lake,36-154,311261.4102,610943.909,111861373,11/19/03,629099,Isaacson Lake,4.03011E+12,390,39004,61373,menom
17112,menom61431,spatjoin,,19414,no name,36-159,309675.702,609477.0696,111861431,11/19/03,,,4.03011E+12,390,39004,61431,menom
17113,menom61327,spatjoin,,18905,no name,36-147,315787.3635,612543.1094,111861327,11/19/03,,,4.03011E+12,390,39004,61327,menom
17117,menom61331,spatjoin,Leoller Leaf Lake,19098,Leather Leaf Lake,36-95,322880.7917,611790.79,111861331,11/19/03,,,4.03011E+12,390,39004,61331,menom
17118,menom61501,spatjoin,Mud Lake,19354,Mud Lake,36-187,294044.7402,609875.7832,111861501,11/19/03,1620941,Mud Lake,4.03011E+12,390,39004,61501,menom
17119,menom61433,spatjoin,,19401,Maggie Lakes (west),36-161,308766.9462,609267.9319,111861433,11/19/03,,,4.03011E+12,390,39004,61433,menom
17120,menom61443,spatjoin,Lake IHM,19494,Lake IHM,36-158,310873.7553,608728.1774,111861443,11/19/03,638592,Lake IHM,4.03011E+12,390,39004,61443,menom
17123,menom61353,spatjoin,Little Tobin Lake,19234,Little Tobin Lake,36-104,321469.6952,610640.5393,111861353,11/19/03,630793,Little Tobin Lake,4.03011E+12,390,39004,61353,menom
17124,menom61385,spatjoin,Armstrong Lake,19246,Armstrong Lake,36-155,311536.564,610149.5175,111861385,11/19/03,620233,Armstrong Lake,4.03011E+12,390,39004,61385,menom
17125,menom61411,spatjoin,Laurel Lake,19137,Laurel Lake,36-186,295801.062,611245.3713,111861411,11/19/03,1622520,Laurel Lake,4.03011E+12,390,39004,61411,menom
17129,menom61365,spatjoin,Scott Lake,18998,Scott Lake,36-172,302363.8934,612078.7347,111861365,11/19/03,1621548,Scott Lake,4.03011E+12,390,39004,61365,menom
17130,menom61389,spatjoin,Plover Lake,18904,Plover Lake,36-178,292385.1203,612550.9442,111861389,11/19/03,1621264,Plover Lake,4.03011E+12,390,39004,61389,menom
17131,menom61427,spatjoin,Beaver Lake,19615,Beaver Lake,36-112,320458.0857,608248.6758,111861427,11/19/03,620937,Beaver Lake,4.03011E+12,390,39004,61427,menom
17134,menom61419,spatjoin,Seven Springs Lake,19554,Seven Springs Lake,36-110,321105.238,608660.4086,111861419,11/19/03,637594,Seven Springs Lake,4.03011E+12,390,39004,61419,menom
17137,menom61393,spatjoin,Mallard Lake,19506,Mallard Lake,36-108,322241.8993,608970.0912,111861393,11/19/03,631353,Mallard Lake,4.03011E+12,390,39004,61393,menom
17142,brvmq45231,spatjoin,Mud Lake,19917,Mud Lake,49-122,526260.4779,605666.7767,118045231,1/13/04,633061,Mud Lake,4.06011E+12,390,39004,45231,brvmq
17148,brvmq45461,spatjoin,Bruders Lake,20195,Bruders Lake,49-60,522627.3557,603206.4455,118045461,1/13/04,622128,Bruders Lake,4.06011E+12,390,39004,45461,brvmq
17150,brvmq45435,spatjoin,,20013,no name,49-136,512267.9583,604775.3907,118045435,1/13/04,,,4.06011E+12,390,39004,45435,brvmq
17151,brvmq45501,spatjoin,Shuberts Lake,20110,Shuberts Lake,75-103,505600.5198,603957.6157,118045501,1/13/04,637858,Shuberts Lake,4.06011E+12,390,39004,45501,brvmq
17154,brvmq45433,spatjoin,,20038,Swan Marsh,49-137,514329.1181,604701.9329,118045433,1/13/04,1614469,Swan Marsh,4.06011E+12,390,39004,45433,brvmq
17155,brvmq45547,spatjoin,Marblehead Lake,19959,Marblehead Lake,75-155,489838.2926,604843.7747,118045547,1/13/04,631538,Marblehead Lake,4.06011E+12,390,39004,45547,brvmq
17173,brvmq45549,spatjoin,Gulliver Lake,20111,Gulliver Lake,75-47,497705.3375,603439.8995,118045549,1/13/04,627527,Gulliver Lake,4.06011E+12,390,39004,45549,brvmq
17200,brvmq45259,spatjoin,Cranberry Lake,19793,Cranberry Lake,49-130,510474.9734,606870.449,118045259,1/13/04,623987,Cranberry Lake,4.06011E+12,390,39004,45259,brvmq
17203,brvmq45633,spatjoin,,20293,no name,75-51,495059.9524,602193.3982,118045633,1/13/04,,,4.06011E+12,390,39004,45633,brvmq
17204,brvmq45513,spatjoin,Island Lake,20280,Island Lake,49-62,522536.7102,602332.4384,118045513,1/13/04,629112,Island Lake,4.06011E+12,390,39004,45513,brvmq
17215,brvmq44959,spatjoin,,20161,no name,49-452,600865.0372,603674.8658,118044959,1/13/04,,,4.06011E+12,390,39004,44959,brvmq
17219,mnstq66684,spatjoin,,19779,Island Lake Slough,75-146,482051.7375,606709.7187,44366684,7/2/02,629121,Island Lake Slough,4.06011E+12,390,39004,66684,mnstq
17222,brvmq45603,spatjoin,Cookson Lake,20197,Cookson Lake,75-57,490992.7256,603243.2162,118045603,1/13/04,623761,Cookson Lake,4.06011E+12,390,39004,45603,brvmq
17229,escan12637,spatjoin,Boney Falls Dam,19888,Boney Falls Basin,21-257,401604.6216,604771.8803,152512637,2/7/07,,,4.03011E+12,390,39004,12637,escan
17234,brvmq45133,spatjoin,Round Lake,20287,Round Lake,49-27,587370.2364,601666.1121,118045133,1/13/04,1621448,Round Lake,4.06011E+12,390,39004,45133,brvmq
17236,brvmq45445,spatjoin,Shoepac Lake,20004,Shoepac Lake,75-105,509166.6852,604807.3517,118045445,1/13/04,637832,Shoepac Lake,4.06011E+12,390,39004,45445,brvmq
17237,brvmq45511,spatjoin,Minnow Lake,19969,Minnow Lake,75-119,494622.049,605238.9218,118045511,1/13/04,632470,Minnow Lake,4.06011E+12,390,39004,45511,brvmq
17241,brvmq45319,spatjoin,No Name,20033,No Name,49-467,525711.9281,604868.0856,118045319,1/13/04,,,4.06011E+12,390,39004,45319,brvmq
17245,brvmq45389,spatjoin,Loon Lake,19919,Loon Lake,49-135,510918.5262,605672.1976,118045389,1/13/04,631054,Loon Lake,4.06011E+12,390,39004,45389,brvmq
17262,tacwf31470,spatjoin,Peterson Lake,20046,Peterson Lake,21-365,433702.9646,604720.1855,92131470,7/31/03,634722,Peterson Lake,4.03011E+12,390,39004,31470,tacwf
17266,brvmq45425,spatjoin,Salter Lake,19746,Salter Lake,75-118,491662.5203,607392.1909,118045425,1/13/04,637144,Salter Lake,4.06011E+12,390,39004,45425,brvmq
17284,brvmq45635,spatjoin,,20291,no name,75-52,494352.7634,602299.7615,118045635,1/13/04,,,4.06011E+12,390,39004,45635,brvmq
17285,mnstq66754,spatjoin,,19920,no name,75-160,481737.5267,605783.4681,44366754,7/2/02,,,4.06011E+12,390,39004,66754,mnstq
17290,tacwf31446,spatjoin,,19858,no name,21-555,433229.4825,606211.1678,92131446,7/31/03,,,4.03011E+12,390,39004,31446,tacwf
17299,tacwf31422,spatjoin,Bishop Lake,19766,Bishop Lake,21-360,436375.2468,607127.0072,92131422,7/31/03,1619219,Bishop Lake,4.03011E+12,390,39004,31422,tacwf
17322,brvmq45157,spatjoin,Duel Lake,19729,Duel Lake,49-117,526912.0737,607003.8273,118045157,1/13/04,624962,Duel Lake,4.06011E+12,390,39004,45157,brvmq
17325,brvmq45531,spatjoin,McDonald Lake,19984,McDonald Lake,75-30,501806.9758,603693.4777,118045531,1/13/04,631879,McDonald Lake,4.06011E+12,390,39004,45531,brvmq
17335,brvmq45195,spatjoin,Browns Lake,19824,Browns Lake,49-119,527324.5946,606456.1593,118045195,1/13/04,622112,Browns Lake,4.06011E+12,390,39004,45195,brvmq
17337,brvmq45311,spatjoin,Batty Doe Lake,19913,Batty Doe Lake,49-134,517010.3837,605454.8279,118045311,1/13/04,620762,Batty Doe Lake,4.06011E+12,390,39004,45311,brvmq
17342,brvmq45373,spatjoin,Sand Lake,19986,Sand Lake,49-133,518927.4572,605019.8705,118045373,1/13/04,637196,Sand Lake,4.06011E+12,390,39004,45373,brvmq
17344,brvmq45605,spatjoin,Clear Lake,20288,Clear Lake,75-46,499434.5508,602128.9717,118045605,1/13/04,623433,Clear Lake,4.06011E+12,390,39004,45605,brvmq
17347,brvmq45499,spatjoin,Palmer Lake,19906,Palmer Lake,75-120,491883.3659,605557.6249,118045499,1/13/04,634318,Palmer Lake,4.06011E+12,390,39004,45499,brvmq
17348,brvmq45535,spatjoin,Little Muddy Lake,20093,Little Muddy Lake,75-121,499494.2816,604327.7341,118045535,1/13/04,630706,Little Muddy Lake,4.06011E+12,390,39004,45535,brvmq
17358,brvmq45599,spatjoin,Anderson Lake,20212,Anderson Lake,75-53,494383.5921,603099.4942,118045599,1/13/04,620101,Anderson Lake,4.06011E+12,390,39004,45599,brvmq
17366,brvmq45155,spatjoin,Turtle Lake,19743,Turtle Lake,49-120,528219.8365,607433.8509,118045155,1/13/04,1615206,Turtle Lake,4.06011E+12,390,39004,45155,brvmq
17367,brvmq45457,spatjoin,Millaquaka Lake,19971,Millaquaka Lake,75-101,506083.138,605180.064,118045457,1/13/04,632347,Millaquaka Lake,4.06011E+12,390,39004,45457,brvmq
17370,brvmq45379,spatjoin,Stone Lake,20085,Stone Lake,49-126,525528.1827,604439.5934,118045379,1/13/04,638870,Stone Lake,4.06011E+12,390,39004,45379,brvmq
17386,brvmq44919,spatjoin,Satago Lake,19992,Satago Lake,49-85,596497.1496,604801.6799,118044919,1/13/04,1621520,Satago Lake,4.06011E+12,390,39004,44919,brvmq
17388,brvmq44963,spatjoin,No Name,20131,No Name,49-26,596845.771,604043.1236,118044963,1/13/04,,,4.06011E+12,390,39004,44963,brvmq
17392,brvmq44831,spatjoin,,19704,,49-82,591083.3858,607672.026,118044831,1/13/04,,,4.06011E+12,390,39004,44831,brvmq
17400,brvmq44923,spatjoin,,20027,no name,49-444,596831.7495,604555.3707,118044923,1/13/04,,,4.06011E+12,390,39004,44923,brvmq
17401,brvmq44935,spatjoin,,20121,no name,49-21,600770.1297,604190.7131,118044935,1/13/04,,,4.06011E+12,390,39004,44935,brvmq
17407,fdmst36305,spatjoin,Ramsey Lake,20040,Ramsey Lake,21-367,441200.9952,604539.3431,113236305,12/8/03,1621340,Ramsey Lake,4.03011E+12,390,39004,36305,fdmst
17409,fdmst36353,spatjoin,Bourgois Lake,20251,Bourgois Lake,21-183,451319.0775,602760.7109,113236353,12/8/03,1619294,Bourgois Lake,4.03011E+12,390,39004,36353,fdmst
17411,fdmst36281,spatjoin,Cache Lake,19957,Cache Lake,21-337,447446.3205,605387.8976,113236281,12/8/03,1619392,Cache Lake,4.03011E+12,390,39004,36281,fdmst
17415,fdmst36321,spatjoin,,20106,Lost Lake (north),21-366,440290.3029,604260.5509,113236321,12/8/03,,,4.03011E+12,390,39004,36321,fdmst
17419,fdmst36239,spatjoin,Cornell Lake,19990,Cornell Lake,75-211,464016.6866,605130.3291,113236239,12/8/03,1619585,Cornell Lake,4.03011E+12,390,39004,36239,fdmst
17420,fdmst36279,spatjoin,Coolaw Lakes,19972,Coolaw Lakes,21-339,449468.8889,605335.4305,113236279,12/8/03,1619571,Coolaw Lakes,4.03011E+12,390,39004,36279,fdmst
17426,fdmst36377,spatjoin,Lost Lakes,20174,Lost Lake (south),21-206,440515.5235,603562.6177,113236377,12/8/03,631114,Lost Lakes,4.03011E+12,390,39004,36377,fdmst
17429,fdmst36217,spatjoin,Billy Good Lake,19749,Billy Good Lake,21-331,451411.6092,607205.1847,113236217,12/8/03,1619214,Billy Good Lake,4.03011E+12,390,39004,36217,fdmst
17439,fdmst36233,spatjoin,Frying Pan Lake,19827,Frying Pan Lake,21-300,453561.9235,606575.3862,113236233,12/8/03,626545,Frying Pan Lake,4.03011E+12,390,39004,36233,fdmst
17444,fdmst36323,spatjoin,West Branch Lakes,20231,West Branch Lakes,21-173,452741.8935,602911.5467,113236323,12/8/03,1616046,West Branch Lakes,4.03011E+12,390,39004,36323,fdmst
17450,mnstq66720,spatjoin,,19808,Sturgeon Hole Slough,75-162,481087.2301,606366.2029,44366720,7/2/02,,,4.06011E+12,390,39004,66720,mnstq
17459,crppn11331,spatjoin,Fulmer Lake,19706,Fulmer Lake,17-71,643237.4917,607449.0072,123111331,7/27/04,626562,Fulmer Lake,4.07E+12,390,39004,11331,crppn
17464,crppn11572,spatjoin,Cranberry Lake,19978,Cranberry Lake,17-28,654095.0002,604969.2487,123111572,7/27/04,623986,Cranberry Lake,4.07E+12,390,39004,11572,crppn
17465,crppn11373,spatjoin,Brown Lake,19901,Brown Lake,17-48,657065.4533,605837.4127,123111373,7/27/04,622089,Brown Lake,4.07E+12,390,39004,11373,crppn
17466,crppn11518,spatjoin,Little Trout Lake,19880,Little Trout Lake,17-76,645132.8576,606000.7235,123111518,7/27/04,630804,Little Trout Lake,4.07E+12,390,39004,11518,crppn
17468,crppn11405,spatjoin,Big Trout Lake,19812,Big Trout Lake,17-57,646509.4585,606218.2,123111405,7/27/04,621365,Big Trout Lake,4.07E+12,390,39004,11405,crppn
17469,crppn11671,spatjoin,,19974,no name,49-65,635010.815,605284.2814,123111671,7/27/04,,,4.07E+12,390,39004,11671,crppn
17470,crppn11685,spatjoin,Loon Lake,19830,,49-465,617873.188,606587.7457,123111685,7/27/04,,,4.07E+12,390,39004,11685,crppn
17471,crppn11641,spatjoin,,19893,no name,49-451,633572.0649,605940.6225,123111641,7/27/04,,,4.07E+12,390,39004,11641,crppn
17472,crppn11627,spatjoin,Beaver Pond,20138,Beaver Pond,17-29,653497.3963,603943.8682,123111627,7/27/04,,,4.07E+12,390,39004,11627,crppn
17474,crppn11621,spatjoin,,19905,no name,17-74,638061.834,605778.7448,123111621,7/27/04,,,4.07E+12,390,39004,11621,crppn
17478,crppn11508,spatjoin,Bear Lake,19991,Bear Lake,17-27,655752.6793,605103.4862,123111508,7/27/04,620864,Bear Lake,4.07E+12,390,39004,11508,crppn
17479,crppn11700,spatjoin,Paquin Lake,20103,Paquin Lake,49-20,614143.5138,604186.5057,123111700,7/27/04,,,4.07E+12,390,39004,11700,crppn
17484,disle31313,spatjoin,Knutsen Lake,20308,Knutsen Lake,17-17,675178.8365,601913.9888,111831313,11/19/03,629834,Knutsen Lake,4.07E+12,390,39004,31313,disle
17485,disle31289,spatjoin,Kempaien Lake,20157,Kempainen Lake,17-571,670410.7686,603760.8834,111831289,11/19/03,629568,Kempaien Lake,4.07E+12,390,39004,31289,disle
17488,disle31209,spatjoin,Nasi Lake,19854,Nasi Lake,17-43,679203.8659,606349.6536,111831209,11/19/03,633224,Nasi Lake,4.07E+12,390,39004,31209,disle
17489,disle31325,spatjoin,Isaacson Lake,20296,Isaacson Lake,17-24,670277.8651,602217.5643,111831325,11/19/03,629098,Isaacson Lake,4.07E+12,390,39004,31325,disle
17494,disle31233,spatjoin,Boot Lake,19948,Boot Lake,17-19,673039.2731,605027.5419,111831233,11/19/03,621729,Boot Lake,4.07E+12,390,39004,31233,disle
17496,disle31265,spatjoin,,19970,no name,17-592,664800.4533,605330.2209,111831265,11/19/03,,,4.07E+12,390,39004,31265,disle
17497,disle31247,spatjoin,,19914,no name,17-552,665082.7573,605563.0647,111831247,11/19/03,,,4.07E+12,390,39004,31247,disle
17498,disle31323,spatjoin,Gravel Lake,20305,Gravel Lake,17-23,671683.9378,601758.4713,111831323,11/19/03,627245,Gravel Lake,4.07E+12,390,39004,31323,disle
17499,disle31207,spatjoin,Clear Lake,19982,Clear Lake,17-1,690540.963,604922.7917,111831207,11/19/03,623426,Clear Lake,4.07E+12,390,39004,31207,disle
17500,disle31307,spatjoin,Pats Lake,20146,Pats Lake,17-12,676184.8248,603377.0387,111831307,11/19/03,634460,Pats Lake,4.07E+12,390,39004,31307,disle
17502,disle31235,spatjoin,Jackson Lake,19891,Jackson Lake,17-20,667719.8271,606012.1352,111831235,11/19/03,629173,Jackson Lake,4.07E+12,390,39004,31235,disle
17504,disle31215,spatjoin,Miller Lake,19863,Miller Lake,17-9,678474.9921,605865.1294,111831215,11/19/03,632383,Miller Lake,4.07E+12,390,39004,31215,disle
17505,disle31283,spatjoin,Toivola Lake,20237,Toivola Lake,17-15,681948.2241,602731.1323,111831283,11/19/03,1614925,Toivola Lake,4.07E+12,390,39004,31283,disle
17509,disle31243,spatjoin,Dickenson Lake,20167,Dickenson Lake,17-3,688053.3813,602975.7087,111831243,11/19/03,624658,Dickenson Lake,4.07E+12,390,39004,31243,disle
17510,disle31201,spatjoin,No Name,19852,No Name,17-42,679654.8906,606405.9948,111831201,11/19/03,,,4.07E+12,390,39004,31201,disle
17511,disle31297,spatjoin,Seaman Lake,20151,Seaman Lake,17-550,668148.2138,603640.8333,111831297,11/19/03,637500,Seaman Lake,4.07E+12,390,39004,31297,disle
17515,disle31267,spatjoin,Beaver Dam Pond,20154,Beaver Dam Pond,17-14,679132.6943,603451.841,111831267,11/19/03,620921,Beaver Dam Pond,4.07E+12,390,39004,31267,disle
17516,disle31249,spatjoin,,19904,no name,17-591,664577.5776,605910.8796,111831249,11/19/03,,,4.07E+12,390,39004,31249,disle
17518,disle31305,spatjoin,Bear Lake,20206,Bear Lake,17-547,669850.6908,603112.6945,111831305,11/19/03,620863,Bear Lake,4.07E+12,390,39004,31305,disle
17520,disle31293,spatjoin,Vanio Lake,69885,Vanio Lake,17-13,677703.0946,602763.4394,111831293,11/19/03,1615513,Vanio Lake,4.07E+12,390,39004,31293,disle
17521,disle31293,spatjoin,Canoe Lake,69886,Canoe Lake,17-16,677674.8167,601911.9135,111831293,11/19/03,1615513,Vanio Lake,4.07E+12,390,39004,31293,disle
17522,disle31255,spatjoin,Baileys Lake,20036,Baileys Lake,17-18,673929.108,604185.2973,111831255,11/19/03,620462,Baileys Lake,4.07E+12,390,39004,31255,disle
17523,disle31211,spatjoin,Squeaky Lake,19797,Squeaky Lake,17-46,673003.8229,606960.0223,111831211,11/19/03,638685,Squeaky Lake,4.07E+12,390,39004,31211,disle
17524,disle31259,spatjoin,,20143,no name,17-602,679646.8491,603871.1279,111831259,11/19/03,,,4.07E+12,390,39004,31259,disle
17525,disle31309,spatjoin,Helen Lake,20257,Helen Lake,17-22,673930.1966,602516.5172,111831309,11/19/03,628061,Helen Lake,4.07E+12,390,39004,31309,disle
17527,disle31219,spatjoin,Maki Lake,19883,Maki Lake,17-11,677708.6911,605898.8377,111831219,11/19/03,631343,Maki Lake,4.07E+12,390,39004,31219,disle
17528,disle31271,spatjoin,,20130,no name,17-569,671573.2539,604107.1577,111831271,11/19/03,,,4.07E+12,390,39004,31271,disle
17530,disle31237,spatjoin,,20081,no name,17-555,681858.7109,604360.2875,111831237,11/19/03,,,4.07E+12,390,39004,31237,disle
17533,disle31263,spatjoin,Beaver Pond,20233,Beaver Pond,17-4,689196.4605,602744.2643,111831263,11/19/03,620951,Beaver Pond,4.07E+12,390,39004,31263,disle
17534,disle31159,spatjoin,Dry Lake,19784,Dry Lake,17-2,684637.1701,606396.6946,111831159,11/19/03,624900,Dry Lake,4.07E+12,390,39004,31159,disle
17535,disle31231,spatjoin,Jones Lake,19848,Jones Lake,17-45,667107.3549,606323.3428,111831231,11/19/03,629377,Jones Lake,4.07E+12,390,39004,31231,disle
17537,disle31253,spatjoin,Parish Lake,19929,Parish Lake,17-21,666410.8808,605412.5366,111831253,11/19/03,634369,Parish Lake,4.07E+12,390,39004,31253,disle
17539,disle31279,spatjoin,,20129,no name,17-570,670594.7466,604100.9633,111831279,11/19/03,,,4.07E+12,390,39004,31279,disle
17541,menom72799,spatjoin,No Name,20050,No Name,22-384,343786.8568,603737.2357,75472799,3/14/03,,,4.03011E+12,390,39004,72799,menom
17548,menom72837,spatjoin,Crystal Lake,20397,Crystal Lake,22-150,350935.2776,601277.8429,75472837,3/14/03,624179,Crystal Lake,4.03011E+12,390,39004,72837,menom
17550,menom72693,spatjoin,Hardwood Impoundment,70210,Hardwood Impoundment,22-390,371659.2993,604601.0627,75472693,3/14/03,,,4.03011E+12,390,39004,72693,menom
17554,menom72671,spatjoin,Spruce Lake,19896,Spruce Lake,22-186,364760.4232,606014.06,75472671,3/14/03,638644,Spruce Lake,4.03011E+12,390,39004,72671,menom
17555,menom72803,spatjoin,No Name,20150,No Name,22-385,345175.0255,603604.2681,75472803,3/14/03,,,4.03011E+12,390,39004,72803,menom
17564,menom72849,spatjoin,Jule Lake,20272,Jule Lake,36-9,333405.1058,602466.7489,75472849,3/14/03,629418,Jule Lake,4.03011E+12,390,39004,72849,menom
17569,menom72831,spatjoin,Mud Lake,20191,Mud Lake,36-5,334037.1956,603275.2547,75472831,3/14/03,633029,Mud Lake,4.03011E+12,390,39004,72831,menom
17578,menom72731,spatjoin,Gestner Lake,19737,Gestner Lake,22-216,338271.3088,607487.8416,75472731,3/14/03,626767,Gestner Lake,4.03011E+12,390,39004,72731,menom
17581,menom72749,spatjoin,,20031,no name,22-387,348543.1333,604773.6923,75472749,3/14/03,,,4.03011E+12,390,39004,72749,menom
17585,menom72759,spatjoin,,20056,no name,22-388,347748.9181,604560.7685,75472759,3/14/03,,,4.03011E+12,390,39004,72759,menom
17587,menom72861,spatjoin,Brownling Lake,20398,Browning Lake,22-161,337774.4383,601229.3368,75472861,3/14/03,622104,Browning Lake,4.03011E+12,390,39004,72861,menom
17590,menom19038,spatjoin,,19871,Quarry Creek Flooding,22-379,361692.3304,605955.832,120019038,3/16/04,,,4.03011E+12,390,39004,19038,menom
17594,menom72809,spatjoin,Toby Lake,20193,Toby Lake,22-146,349206.2584,603328.9701,75472809,3/14/03,,,4.03011E+12,390,39004,72809,menom
17596,menom72839,spatjoin,Lost Lake,20204,Lost Lake,36-8,334461.4547,602954.2772,75472839,3/14/03,631101,Lost Lake,4.03011E+12,390,39004,72839,menom
17601,menom72757,spatjoin,Pond #2,20002,Pond #1,22-159,345161.6911,604638.0535,75472757,3/14/03,,,4.03011E+12,390,39004,72757,menom
17606,menom72817,spatjoin,South Lake,20222,South Lake,22-383,346421.1321,602209.0299,75472817,3/14/03,,,4.03011E+12,390,39004,72817,menom
17619,menom36731,spatjoin,Gages Lake,19745,Gages Lake,36-71,334515.5637,607374.0665,110736731,11/10/03,626591,Gages Lake,4.03011E+12,390,39004,36731,menom
17626,menom36763,spatjoin,Michigamme Lake,19885,Michigamme Lake,36-2,329351.07,604471.1855,110736763,11/10/03,,,4.03011E+12,390,39004,36763,menom
17627,menom61459,spatjoin,Archie Pond,19702,Archie Pond,36-123,318693.1276,607719.5851,111861459,11/19/03,620203,Archie Pond,4.03011E+12,390,39004,61459,menom
17629,menom61541,spatjoin,Stager Pond,19942,No Name,36-18,319149.1526,605612.5972,111861541,11/19/03,,,4.03011E+12,390,39004,61541,menom
17630,menom61507,spatjoin,Mud Lake,19687,Mud Lake,36-162,311748.8965,607857.0981,111861507,11/19/03,1620940,Mud Lake,4.03011E+12,390,39004,61507,menom
17631,menom61453,spatjoin,,19701,South Slough,36-127,320052.5768,607699.8157,111861453,11/19/03,,,4.03011E+12,390,39004,61453,menom
17633,menom61503,spatjoin,Merrick Lake,19769,Merrick Lake,36-121.1,318259.1711,607210.7754,111861503,11/19/03,,,4.03011E+12,390,39004,61503,menom
17634,menom61555,spatjoin,Dead Mans Lake,20003,Dead Mans Lake,36-19,319334.7528,604996.3904,111861555,11/19/03,,,4.03011E+12,390,39004,61555,menom
17643,menom61517,spatjoin,Stager Lake,19833,Stager Lake,36-17,319229.7454,606192.4055,111861517,11/19/03,638703,Stager Lake,4.03011E+12,390,39004,61517,menom
17656,No WB,Checked,Camp Fortyone Lake,18561,Camp Fortyone Lake,21-454,458784.7929,614453.9615,18561,,,,,,,,
17680,No WB,Checked,Lyman Lake,18706,Lyman Lake,21-263,458465.8866,613488.5662,,,,,,,,,
17698,No WB,Checked,Sam Taylor Lake,18781,Sam Taylor Lake,17-61,644748.7373,613308.5732,,,,,,,,,
17752,tacwf31316,Checked,,19007,no name,21-556,436941.8599,612298.3434,,,,,,,,,
17759,No WB,Checked,Third Lake,19053,Third Lake,17-32-C,687836.7037,611640.5352,,,,,,,,,
17762,No WB,Checked,Camp Seven Lake,19066,Camp Seven Lake,21-264,457037.8059,611858.7274,,,,,,,,,
17787,tacwf31350,Checked,Greens Lake,19214,Greens Lake,21-356,438401.1946,610837.1378,,,,,,,,,
17799,No WB,Checked,Fern Lake,19322,Fern Lake,21-281,458314.0846,610081.0454,,,,,,,,,
17839,disle31099,Checked,Loyal Lake,19578,Loyal Lake,17-39,681503.461,608225.1625,,,,,,,,,
17861,menom72713,Checked,Hardwood Impoundment,70155,Hardwood Impoundment,22-382,370137.2657,605035.5572,,,,,,,,,
17862,No WB,Checked,Mill Pond,19758,Mill Pond,49-442,621040.5183,607228.8805,,,,,,,,,
17875,No WB,Checked,Hartley Lake,19829,Hartley Lake,17-49,660094.6259,606478.1909,,,,,,,,,
17877,No WB,Checked,West Lake,19840,West Lake,21-295,460004.7473,606491.0771,,,,,,,,,
17917,crppn11530,Checked,,20019,no name,17-603,656494.9594,604851.1202,,,,,,,,,
17992,menom72835,Checked,Little Crystal Lake,20395,Little Crystal Lake,22-149,351420.1177,601249.7182,,,,,,,,,
18072,No WB,Checked,Badwater Lake,20804,Badwater Lake,22-109,338118.3304,594580.0775,,,,,,,,,
18113,tacwf31660,Checked,Lake Minnewasca,20994,"Minnewasca, Lake",21-145,418840.9735,591649.1107,,,,,,,,,
18159,brvmq45309,spatjoin,,20604,Pointe aux Chenes Mars,49-47,586345.2743,598620.1099,118045309,1/13/04,,,4.06011E+12,390,39004,45309,brvmq
18167,cdrfd13346,spatjoin,Burton Lake,20909,Burton Lake,55-75,394022.7607,593747.3716,155413346,5/11/07,,,4.03011E+12,390,39004,13346,cdrfd
18181,fdmst36687,spatjoin,Boutlier Lake,21003,Boutlier Lake,21-113,448169.2291,591510.3887,113236687,12/8/03,1619295,Boutlier Lake,4.03011E+12,390,39004,36687,fdmst
18221,tacwf31612,spatjoin,No Name,20639,No Name,21-561,417608.2396,598259.1959,92131612,7/31/03,,,4.03011E+12,390,39004,31612,tacwf
18222,tacwf31602,spatjoin,Brampton Lake,20610,Brampton Lake,21-242,419989.0043,598432.5315,92131602,7/31/03,1619305,Brampton Lake,4.03011E+12,390,39004,31602,tacwf
18223,brvmq45299,spatjoin,,20599,Pointe aux Chenes Mars,49-53,587837.6512,598642.208,118045299,1/13/04,,,4.06011E+12,390,39004,45299,brvmq
18244,brvmq45477,spatjoin,,20739,no name,49-42,587996.7115,596546.8861,118045477,1/13/04,,,4.06011E+12,390,39004,45477,brvmq
18248,brvmq45443,spatjoin,Massey Lake,20771,Massey Lake,49-43,595508.699,595741.8517,118045443,1/13/04,1620733,Massey Lake,4.06011E+12,390,39004,45443,brvmq
18255,cdrfd13340,spatjoin,Stephenson Lake,20719,Stephenson Lake,55-93,377093.1532,597018.2828,155413340,5/11/07,638793,Stephenson Lake,4.03011E+12,390,39004,13340,cdrfd
18258,brvmq45369,spatjoin,,20645,Pointe aux Chenes Mars,49-49,586360.9686,598160.0541,118045369,1/13/04,,,4.06011E+12,390,39004,45369,brvmq
