OBJECTID,TRANSCODE,TC_METHOD,NAME,UNIQUE_ID,LAKE_NAME,NEW_KEY,X_COORD,Y_COORD,COMID,FDATE,GNIS_ID,GNIS_NAME,REACHCODE,FTYPE,FCODE,CI_TR,PU_CODE
18271,brvmq45583,spatjoin,Chain Lake,20942,Chain Lake,49-13,596365.9164,592559.3949,118045583,1/13/04,1619470,Chain Lake,4.06011E+12,390,39004,45583,brvmq
18275,fdmst36625,spatjoin,Makel Lake,21006,Makel Lake,75-7,466140.3957,591391.1553,113236625,12/8/03,631342,Makel Lake,4.03011E+12,390,39004,36625,fdmst
18293,brvmq45589,spatjoin,Silver Lake,20921,Silver Lake,49-16,591372.9119,593454.1513,118045589,1/13/04,1621615,Silver Lake,4.06011E+12,390,39004,45589,brvmq
18295,brvmq45291,spatjoin,,20590,Pointe aux Chenes Mars,49-48,586600.7969,598799.1235,118045291,1/13/04,,,4.06011E+12,390,39004,45291,brvmq
18298,brvmq45409,spatjoin,,20689,no name,49-55,587102.2912,597274.762,118045409,1/13/04,,,4.06011E+12,390,39004,45409,brvmq
18302,tacwf31594,spatjoin,Farm Lake,20624,Farm Lake,21-236,430551.4576,598478.4372,92131594,7/31/03,1619888,Farm Lake,4.03011E+12,390,39004,31594,tacwf
18315,fdmst36519,spatjoin,Little Moss Lake,20720,Little Moss Lake,21-195,448866.8898,597107.4013,113236519,12/8/03,1620569,Little Moss Lake,4.03011E+12,390,39004,36519,fdmst
18316,fdmst36487,spatjoin,Little Lake,20668,Little Lake,21-192,449502.3153,597918.9971,113236487,12/8/03,1620558,Little Lake,4.03011E+12,390,39004,36487,fdmst
18317,fdmst36507,spatjoin,Michaud Lake,20784,Michaud Lake,75-87,464905.4587,595662.0019,113236507,12/8/03,632189,Michaud Lake,4.03011E+12,390,39004,36507,fdmst
18334,tacwf31650,spatjoin,Schaawe Lake,20979,Schaawe Lake,21-141,427267.9909,592091.7174,92131650,7/31/03,1621537,Schaawe Alek,4.03011E+12,390,39004,31650,tacwf
18363,brvmq45253,spatjoin,,20571,Pointe aux Chenes Mars,49-54,587748.0104,599058.7148,118045253,1/13/04,,,4.06011E+12,390,39004,45253,brvmq
18365,brvmq45351,spatjoin,,20633,Pointe aux Chenes Mars,49-50,586523.5534,598306.1121,118045351,1/13/04,,,4.06011E+12,390,39004,45351,brvmq
18369,brvmq45593,spatjoin,Martin Lake,20935,Martin Lake,49-14,592622.7137,592940.7363,118045593,1/13/04,1620726,Martin Lake,4.06011E+12,390,39004,45593,brvmq
18376,brvmq45121,spatjoin,,20403,no name,49-445,595475.6576,600993.9054,118045121,1/13/04,,,4.06011E+12,390,39004,45121,brvmq
18381,brvmq45383,spatjoin,,20670,Poine aux Chenes Marsh,49-51,587083.0717,597934.8426,118045383,1/13/04,1621273,Pointe aux Chenes Marshes,4.06011E+12,390,39004,45383,brvmq
18397,brvmq45607,spatjoin,Freschette Lake,20975,Freschette Lake,49-17,594093.8785,592169.2811,118045607,1/13/04,1619973,Freschette Lake,4.06011E+12,390,39004,45607,brvmq
18409,brvmq45591,spatjoin,Mud Lake,20939,,49-466,591890.4471,593230.9425,118045591,1/13/04,1620939,Mud Lake,4.06011E+12,390,39004,45591,brvmq
18410,brvmq45301,spatjoin,,20608,Pointe aux Chenes Mars,49-52,587608.8399,598606.7924,118045301,1/13/04,,,4.06011E+12,390,39004,45301,brvmq
18414,brvmq45149,spatjoin,Sprinkler Lake,20410,Sprinkler Lake,49-28,589655.6539,601096.5996,118045149,1/13/04,1621742,Sprinkler Lake,4.06011E+12,390,39004,45149,brvmq
18420,brvmq45197,spatjoin,,20555,no name,49-457,597424.1187,599272.6928,118045197,1/13/04,,,4.06011E+12,390,39004,45197,brvmq
18421,brvmq45131,spatjoin,,20407,no name,49-30,594586.6682,601136.4006,118045131,1/13/04,,,4.06011E+12,390,39004,45131,brvmq
18423,brvmq45523,spatjoin,Lant Lake,20853,Lant Lake,49-443,596318.2212,594534.7287,118045523,1/13/04,1620490,Lant Lake,4.06011E+12,390,39004,45523,brvmq
18425,brvmq45201,spatjoin,Cranberry Lake,20529,Cranberry Lake,49-34,592710.1722,599252.5467,118045201,1/13/04,1619604,Cranberry Lake,4.06011E+12,390,39004,45201,brvmq
18426,brvmq45465,spatjoin,Gamble Lake,20793,Gamble Lake,49-44,596727.3486,595295.1962,118045465,1/13/04,1619992,Gamble Lake,4.06011E+12,390,39004,45465,brvmq
18429,brvmq45183,spatjoin,Hay Lake,20444,Hay Lake,49-33,593881.0939,599289.7684,118045183,1/13/04,1620151,Hay Lake,4.06011E+12,390,39004,45183,brvmq
18439,fdmst36591,spatjoin,Cousineau Lake,20908,Cousineau Lake,21-93,458496.6474,593600.7666,113236591,12/8/03,623900,Cousineau Lake,4.03011E+12,390,39004,36591,fdmst
18442,fdmst36661,spatjoin,Lake Thirteen,21037,"Thirteen, Lake",21-101,462862.0446,590509.1758,113236661,12/8/03,1614741,"Thirteen, Lake",4.03011E+12,390,39004,36661,fdmst
18449,fdmst36693,spatjoin,Marsh Lake,21008,Marsh Lake,21-111,445644.9379,591114.6702,113236693,12/8/03,1620717,Marsh Lake,4.03011E+12,390,39004,36693,fdmst
18468,fdmst36573,spatjoin,Moss Lake,20762,Moss Lake,21-105,449387.7248,594736.4057,113236573,12/8/03,1620910,Moss Lake,4.03011E+12,390,39004,36573,fdmst
18475,fdmst36695,spatjoin,Halfway Lake,21076,Halfway Lake,21-100,462546.5061,589431.4437,113236695,12/8/03,627637,Halfway Lake,4.03011E+12,390,39004,36695,fdmst
18480,fdmst36525,spatjoin,Ninemile Lake,20839,Ninemile Lake,75-93,468849.3017,594579.33,113236525,12/8/03,1621012,Ninemile Lake,4.03011E+12,390,39004,36525,fdmst
18482,fdmst36599,spatjoin,Warner Lake,20940,Warner Lake,21-92,459890.0356,592664.6771,113236599,12/8/03,1622061,Warner Lake,4.03011E+12,390,39004,36599,fdmst
18496,fdmst36523,spatjoin,Tighe Lake,20813,Tighe Lake,75-88,464992.0323,595206.3487,113236523,12/8/03,1614857,Tighe Lake,4.03011E+12,390,39004,36523,fdmst
18507,fdmst36565,spatjoin,Grass Lake,20931,Grass Lake,75-6,469220.0303,593188.0052,113236565,12/8/03,1620063,Grass Lake,4.03011E+12,390,39004,36565,fdmst
18534,disle31327,spatjoin,Pine Lake,20485,Pine Lake,17-7,686807.1753,600026.4057,111831327,11/19/03,634966,Pine Lake,4.07E+12,390,39004,31327,disle
18536,disle31339,spatjoin,Espanore Lake,20401,Espanore Lake,17-25,668055.1384,601156.2539,111831339,11/19/03,625643,Espanore Lake,4.07E+12,390,39004,31339,disle
18542,disle31343,spatjoin,No Name,20570,No Name,17-621,686912.3589,599130.4225,111831343,11/19/03,,,4.07E+12,390,39004,31343,disle
18544,disle31319,spatjoin,Jarvinen Marsh Lake,20442,Jarvinen Marsh Lake,17-6,687437.2723,600281.5101,111831319,11/19/03,629214,Jarvinen Marsh Lake,4.07E+12,390,39004,31319,disle
18545,disle31311,spatjoin,Bass Lake,20418,Bass Lake,17-8,689195.7537,600439.3103,111831311,11/19/03,620710,Bass Lake,4.07E+12,390,39004,31311,disle
18546,menom72847,spatjoin,Moose Lake,20507,Moose Lake,22-135,359229.5808,600027.5917,75472847,3/14/03,632665,Moose Lake,4.03011E+12,390,39004,72847,menom
18554,menom72941,spatjoin,Rock Lake,20705,Rock Lake,22-381,350016.5411,597215.7199,75472941,3/14/03,636083,Rock Lake,4.03011E+12,390,39004,72941,menom
18556,menom72905,spatjoin,Bradford Lake,20503,Bradford Lake,22-163,337935.103,600026.6398,75472905,3/14/03,621844,Bradford Lake,4.03011E+12,390,39004,72905,menom
18561,menom72885,spatjoin,Lost Lake,20562,Lost Lake,22-151,349329.6975,599005.0556,75472885,3/14/03,631100,Lost Lake,4.03011E+12,390,39004,72885,menom
18563,menom72859,spatjoin,Moon Lake,20531,Moon Lake,22-153,354163.2822,599559.1397,75472859,3/14/03,632627,Moon Lake,4.03011E+12,390,39004,72859,menom
18564,menom72863,spatjoin,Roosevelt Lake,20559,Roosevelt Lake,22-134,356404.2194,599238.4235,75472863,3/14/03,636156,Roosevelt Lake,4.03011E+12,390,39004,72863,menom
18566,menom73279,spatjoin,Little Badwater Lake,20873,Little Badwater Lake,22-108,338889.1556,594120.8035,75473279,3/14/03,630543,Little Badwater Lake,4.03011E+12,390,39004,73279,menom
18569,menom72901,spatjoin,Scott Lake,20586,Scott Lake,22-154,350073.5239,598726.465,75472901,3/14/03,637472,Scott Lake,4.03011E+12,390,39004,72901,menom
18570,menom73357,spatjoin,Bonnies Pond,20916,Sonnies Pond,22-84,339458.4268,593625.1899,75473357,3/14/03,638247,Sonnies Pond,4.03011E+12,390,39004,73357,menom
18572,menom72945,spatjoin,,20760,Pete's Lake,22-143,358945.1086,596254.5785,75472945,3/14/03,,,4.03011E+12,390,39004,72945,menom
18578,menom73129,spatjoin,Dyer Lake,20785,Dyer Lake,22-114,337461.6071,595781.9375,75473129,3/14/03,625060,Dyer Lake,4.03011E+12,390,39004,73129,menom
18579,menom73549,spatjoin,Star Lake,21011,Star Lake,22-93,339636.6531,591192.5852,75473549,3/14/03,638738,Star Lake,4.03011E+12,390,39004,73549,menom
18581,menom73305,spatjoin,Spring Lake,20901,Spring Lake,22-80,340939.4767,593770.6918,75473305,3/14/03,638591,Spring Lake,4.03011E+12,390,39004,73305,menom
18588,menom72935,spatjoin,Little Lost Lake,20667,Little Lost Lake,22-156,349673.985,597941.231,75472935,3/14/03,630687,Little Lost Lake,4.03011E+12,390,39004,72935,menom
18594,menom72867,spatjoin,,20643,Hancock Crk. Flooding,22-137,364287.9709,598027.7562,75472867,3/14/03,,,4.03011E+12,390,39004,72867,menom
18595,menom73575,spatjoin,Moon Lake,21016,Moon Lake,22-92,340134.3497,590880.7288,75473575,3/14/03,632626,Moon Lake,4.03011E+12,390,39004,73575,menom
18605,menom72871,spatjoin,Lyons Lake,20561,Lyons Lake,22-152,354550.3832,599105.7269,75472871,3/14/03,631254,Lyons Lake,4.03011E+12,390,39004,72871,menom
18611,menom72889,spatjoin,Brown Lake,20597,Brown Lake,22-139,361342.8412,598300.6818,75472889,3/14/03,622088,Brown Lake,4.03011E+12,390,39004,72889,menom
18613,menom72899,spatjoin,East Lake,20729,East Lake,22-133,366927.8971,596690.536,75472899,3/14/03,625211,East Lake,4.03011E+12,390,39004,72899,menom
18615,menom73275,spatjoin,Gustafson Lake,20955,Gustafson Lake,22-70,352992.9023,592738.9509,75473275,3/14/03,627548,Gustafson Lake,4.03011E+12,390,39004,73275,menom
18618,menom73139,spatjoin,Blomgreen's Marsh Flooding,20926,Blomgreen's Marsh,22-60,360309.5597,593126.7531,75473139,3/14/03,,,4.03011E+12,390,39004,73139,menom
18619,menom73719,spatjoin,Fumee Lake,21100,Fumee Lake,22-100,346463.0834,587967.2895,75473719,3/14/03,626571,Fumee Lake,4.03011E+12,390,39004,73719,menom
18623,menom73285,spatjoin,Miller Lake,20958,Miller Lake,22-69,353746.8477,592666.6702,75473285,3/14/03,632382,Miller Lake,4.03011E+12,390,39004,73285,menom
18630,menom73149,spatjoin,Benton Lake,20895,Benton Lake,22-67,351898.655,593815.1233,75473149,3/14/03,621146,Benton Lake,4.03011E+12,390,39004,73149,menom
18631,menom73539,spatjoin,Bass Lake,21004,Bass Lake,22-120,338953.0804,591127.2626,75473539,3/14/03,620709,Bass Lake,4.03011E+12,390,39004,73539,menom
18632,menom73665,spatjoin,Lake Antoine,21054,"Antoine, Lake",22-95,342035.398,589271.5137,75473665,3/14/03,620153,"Antoine, Lake",4.03011E+12,390,39004,73665,menom
18633,menom73165,spatjoin,Harding Lake,20850,Harding Lake,22-76,343953.6497,594683.377,75473165,3/14/03,,,4.03011E+12,390,39004,73165,menom
18635,menom72993,spatjoin,Carney Lake,20769,Carney Lake,22-65,349808.8663,595583.2812,75472993,3/14/03,622745,Carney Lake,4.03011E+12,390,39004,72993,menom
18637,menom72929,spatjoin,Lake 29,20636,Lake 29,22-157,347804.2318,598305.2817,75472929,3/14/03,,,4.03011E+12,390,39004,72929,menom
18646,menom73313,spatjoin,Deer Lake,20911,Deer Lake,22-86,341972.4264,593607.8571,75473313,3/14/03,624491,Deer Lake,4.03011E+12,390,39004,73313,menom
18705,LMIsles,Checked,,21226,no name,15-78,538100.5724,584225.8763,,,,,,,,,
18710,,,No Name,21232,No Name,15-88,540990.89,584011.9115,,,,,,,,,
18728,LMIsles,Checked,,21265,No Name,15-86,537168.1991,583258.9292,,,,,,,,,
18729,No WB,Checked,Deer Lake,21266,Deer Lake,49-4,622955.7135,583089.9326,,,,,,,,,
18750,No WB,Checked,Lost Lake,21303,Lost Lake,49-3,623508.0643,582037.5616,,,,,,,,,
18752,No WB,Checked,Lake Mary,21306,"Mary, Lake",49-1,624424.7518,581497.5092,,,,,,,,,
18755,,,No Name,21311,No Name,15-90,549645.9124,581777.8776,,,,,,,,,
18770,,,,21351,,49-6,619345.7237,579814.8902,,,,,,,,,
18773,No WB,Checked,,21359,No Name,24-256,572886.202,579535.7552,,,,,,,,,
18776,menom74217,Checked,Louise Lake,21372,Louise Lake,22-13,359116.2139,579073.1697,,,,,,,,,
18777,No WB,Checked,Mud Lake,69862,Twin Lakes (west),49-7,619424.0632,578558.1815,,,,,,,,,
18778,No WB,Checked,,21379,no name,24-255,577183.9359,579164.3962,,,,,,,,,
18784,No WB,Checked,Mud Lake,69863,Twin Lakes (east),49-446,621196.514,578507.7163,,,,,,,,,
18785,No WB,Checked,,21391,no name,24-253,577634.1862,578865.5843,,,,,,,,,
18786,No WB,Checked,Thompson Lake,21392,Thompson Lake,49-8,623189.3846,578344.3631,,,,,,,,,
18789,No WB,Checked,,21401,Mud Lake,49-11,624519.147,578407.8019,,,,,,,,,
18823,LMIsles,Checked,Font Lake,21476,Font Lake,15-76,535500.2569,576423.2872,,,,,,,,,
18833,No WB,Checked,,21496,no name,16-308,599129.1166,576653.2955,,,,,,,,,
18838,No WB,Checked,,21506,no name,49-12,623087.1639,576520.9862,,,,,,,,,
18849,No WB,Checked,,21523,no name,49-453,622636.2431,576025.2793,,,,,,,,,
18853,LMIsles,Checked,Lake Maria,21538,"Maria, Lake",15-77,526319.4051,575625.1149,,,,,,,,,
18858,LMIsles,Checked,,21552,no name,15-79,534400.008,575356.5965,,,,,,,,,
18859,,,,21553,no name,15-80,534193.0606,575353.0071,,,,,,,,,
18883,No WB,Checked,Dingham Marsh Flooding,21592,Dingham Marsh Flooding,16-290,602220.7567,574408.2835,,,,,,,,,
18910,LMIsles,Checked,Round Lake,21636,Round Lake,15-69,536322.9256,573869.2522,,,,,,,,,
18914,,,No Name,21641,No Name,15-89,538908.7645,573913.5277,,,,,,,,,
18920,LMIsles,Checked,Barneys Lake,21647,Barneys Lake,15-70,534129.2046,573486.9303,,,,,,,,,
18921,No WB,Checked,,21648,no name,16-294,599532.9666,573671.961,,,,,,,,,
18922,No WB,Checked,Dow Lake,21651,Dow Lake,24-90,598290.7616,573544.984,,,,,,,,,
18924,No WB,Checked,Twin Lake,21654,Twin Lake,16-293,598870.0862,573295.8555,,,,,,,,,
18932,No WB,Checked,No Name,21666,No Name,16-295,604478.6761,573273.4044,,,,,,,,,
18935,No WB,Checked,Malony Lake,21672,Malony Lake,16-298,605340.8221,573044.1119,,,,,,,,,
18937,No WB,Checked,,21678,no name,16-318,608752.5888,572843.9599,,,,,,,,,
18948,LMIsles,Checked,Egg Lake,21701,Egg Lake,15-71,535916.9258,572121.5034,,,,,,,,,
18955,,,No Name,21710,No Name,15-92,539139.3935,572041.1387,,,,,,,,,
18958,No WB,Checked,Penny Lake,21713,Penny Lake,16-299,604346.2612,571695.7727,,,,,,,,,
18961,,,,21716,No Name,15-87,524561.0689,571776.9054,,,,,,,,,
19048,,,Reed Lake,21856,Reed Lake,24-94,594658.4135,568077.5077,,,,,,,,,
19066,LMIsles,Checked,Fox Lake,21889,Fox Lake,15-72,533558.7535,566695.6965,,,,,,,,,
19100,LMIsles,Checked,Greenes Lake,21945,Greenes Lake,15-75,532144.1673,564797.1859,,,,,,,,,
19149,cdrfd13372,spatjoin,Little Indian Lake,21365,Little Indian Lake,55-64,388710.6672,579376.3969,155413372,5/11/07,630644,Little Indian Lake,4.03011E+12,390,39004,13372,cdrfd
19151,cdrfd13374,spatjoin,Indian Lake,21397,Indian Lake,55-65,388736.4342,578618.402,155413374,5/11/07,629000,Indian Lake,4.03011E+12,390,39004,13374,cdrfd
19152,cdrfd13375,spatjoin,Second Lake,21489,Second Lake,21-89,396916.6338,576594.9073,155413375,5/11/07,637523,Second Lake,4.03011E+12,390,39004,13375,cdrfd
19153,cdrfd13376,spatjoin,Little Pine Lake,21493,Little Pine Lake,55-66,394960.8146,576934.0894,155413376,5/11/07,630733,Little Pine Lake,4.03011E+12,390,39004,13376,cdrfd
19154,cdrfd13378,spatjoin,First Lake,21534,First Lake,21-34,396664.0939,575478.8711,155413378,5/11/07,626017,First Lake,4.03011E+12,390,39004,13378,cdrfd
19155,cdrfd13379,spatjoin,Arnold Lake,21529,Arnold Lake,55-53,388804.6726,575718.4692,155413379,5/11/07,620240,Arnold Lake,4.03011E+12,390,39004,13379,cdrfd
19163,cdrfd13356,spatjoin,Oliver Lake,21137,Oliver Lake,55-77,386440.2721,587664.7665,155413356,5/11/07,634034,Oliver Lake,4.03011E+12,390,39004,13356,cdrfd
19198,cdrfd13367,spatjoin,Spruce Lake,21268,Spruce Lake,55-71,369955.8465,583040.4927,155413367,5/11/07,1625066,Spruce Lake,4.03011E+12,390,39004,13367,cdrfd
19200,cdrfd13369,spatjoin,Lake Number Eighteen,21340,"Number Eighteen, Lake",55-74,373604.5252,580487.1915,155413369,5/11/07,1625057,Lake Number Eighteen,4.03011E+12,390,39004,13369,cdrfd
19203,cdrfd13389,spatjoin,Wheeler Lake,21746,Wheeler Lake,55-54,379790.1193,570678.5849,155413389,5/11/07,1616263,Wheeler Lake,4.03011E+12,390,39004,13389,cdrfd
19206,cdrfd13393,spatjoin,Kitchners Lake,21791,Kitchners Lake,55-55,386485.3862,569403.607,155413393,5/11/07,629773,Kitchners Lake,4.03011E+12,390,39004,13393,cdrfd
19207,cdrfd13394,spatjoin,Reed Lake,21820,Reed Lake,55-56,379204.0789,568343.5235,155413394,5/11/07,635760,Reed Lake,4.03011E+12,390,39004,13394,cdrfd
19208,cdrfd13395,spatjoin,North Lake,21880,North Lake,21-31,406785.2208,567094.6176,155413395,5/11/07,1618176,North Lake,4.03011E+12,390,39004,13395,cdrfd
19209,cdrfd13403,spatjoin,Jasper Lake,22097,Jasper Lake,55-46,389179.7994,561061.7097,155413403,5/11/07,,,4.03011E+12,390,39004,13403,cdrfd
19229,fdmst36903,spatjoin,Charboneau Lake,21567,Charboneau Lake,21-56,457850.5873,574952.8708,113236903,12/8/03,1618730,Charboneau Lake,4.03011E+12,390,39004,36903,fdmst
19230,cdrfd13396,spatjoin,South Lake,21921,South Lake,21-1,404723.7325,565420.9662,155413396,5/11/07,638377,South Lake,4.03011E+12,390,39004,13396,cdrfd
19234,cdrfd13400,spatjoin,Henderson Lakes,22040,Henderson Lakes,21-4,404548.7082,562509.0687,155413400,5/11/07,628105,Henderson Lakes,4.03011E+12,390,39004,13400,cdrfd
19240,escan12652,spatjoin,,21208,industrial waste pond,21-553,415440.4217,584937.6368,152512652,2/7/07,,,4.03011E+12,436,43612,12652,escan
19248,fdmst36853,spatjoin,Halfmoon Lake,21412,Halfmoon Lake,21-46,460955.5453,578375.5074,113236853,12/8/03,627631,Halfmoon Lake,4.03011E+12,390,39004,36853,fdmst
19253,escan12650,spatjoin,,21194,Industrial Waste Ponds,21-552,415674.442,585242.0491,152512650,2/7/07,,,4.03011E+12,436,43612,12650,escan
19256,fdmst36875,spatjoin,Lake Sixteen,21326,"Sixteen, Lake",21-64,430033.1381,580781.3532,113236875,12/8/03,1621630,"Sixteen, Lake",4.03011E+12,390,39004,36875,fdmst
19305,fdmst36895,spatjoin,Bog Lake,21547,Bog Lake,21-57,457985.0045,575454.486,113236895,12/8/03,1618731,Bog Lake,4.03011E+12,390,39004,36895,fdmst
19306,fdmst36709,spatjoin,Bursaw Marsh,21115,Bursaw Marsh,75-14,467337.2422,588310.0365,113236709,12/8/03,622328,Bursaw Marsh,4.03011E+12,390,39004,36709,fdmst
19315,fdmst36913,spatjoin,Granskog Lake,21515,Granskog Lake,21-67,432608.6002,576011.6077,113236913,12/8/03,1620057,Granskog Lake,4.03011E+12,390,39004,36913,fdmst
19317,fdmst36735,spatjoin,McGinn Lake,21165,McGinn Lake,75-18,469874.8326,586696.883,113236735,12/8/03,631898,McGinn Lake,4.03011E+12,390,39004,36735,fdmst
19318,fdmst36857,spatjoin,Buck Fever Lake,21411,Buck Fever Lake,21-51,460321.2222,578428.9523,113236857,12/8/03,1619350,Buck Fever Lake,4.03011E+12,390,39004,36857,fdmst
19319,fdmst36881,spatjoin,Fishery Lake,21501,Fishery Lake,21-55,457905.8063,576678.8417,113236881,12/8/03,1618732,Fishery Lake,4.03011E+12,390,39004,36881,fdmst
19320,fdmst36951,spatjoin,Mud Lake,21756,Mud Lake,21-9,446943.7474,570592.3135,113236951,12/8/03,633027,Mud Lake,4.03011E+12,390,39004,36951,fdmst
19327,fdmst36861,spatjoin,Boufford Lake,21327,Boufford Lake,21-58,434941.9635,581022.2938,113236861,12/8/03,1619292,Boufford Lake,4.03011E+12,390,39004,36861,fdmst
19329,fdmst36877,spatjoin,Lake Little Sixteen,21332,"Little Sixteen, Lake",21-63,431975.5367,580743.0076,113236877,12/8/03,1620584,"Little Sixteen, Lake",4.03011E+12,390,39004,36877,fdmst
19333,fdmst36953,spatjoin,,21786,Sucker Lake,21-11,453631.3143,569692.7228,113236953,12/8/03,,,4.03011E+12,390,39004,36953,fdmst
19339,fdmst36893,spatjoin,Indian Town Lake,21441,Indian Town Lake,21-65,434751.752,577941.9324,113236893,12/8/03,1620311,Indian Town Lake,4.03011E+12,390,39004,36893,fdmst
19340,fdmst36961,spatjoin,Little Sucker Lake,21800,Little Sucker Lake,21-10,450447.3339,568991.7646,113236961,12/8/03,630781,Little Sucker Lake,4.03011E+12,390,39004,36961,fdmst
19341,fdmst36965,spatjoin,,21864,Little Lake,21-13,444495.8082,567643.9,113236965,12/8/03,,,4.03011E+12,390,39004,36965,fdmst
19342,fdmst36931,spatjoin,Sandstrom Lake,21518,Sandstrom Lake,21-66,426891.7564,575816.6731,113236931,12/8/03,1621515,Sandstrom Lake,4.03011E+12,390,39004,36931,fdmst
19357,lnocq82751,spatjoin,,22153,no name,16-229,631763.6085,558693.5619,122382751,7/1/04,,,4.07E+12,390,39004,82751,lnocq
19371,lnocq82741,spatjoin,,22034,Duck Marsh,16-222,629254.9721,562551.1166,122382741,7/1/04,624952,Duck Marsh,4.07E+12,390,39004,82741,lnocq
19377,lnocq82735,spatjoin,Duck Lake,21998,Duck Lake,16-223,628804.1921,563103.2352,122382735,7/1/04,624939,Duck Lake,4.07E+12,390,39004,82735,lnocq
19381,lnocq82712,spatjoin,Grass Lake,21828,Grass Lake,16-269,626952.3475,568392.4964,122382712,7/1/04,,,4.07E+12,390,39004,82712,lnocq
19384,lnocq82733,spatjoin,Mud Lake,21977,Mud Lake,16-221,627803.0855,563498.4572,122382733,7/1/04,633025,Mud Lake,4.07E+12,390,39004,82733,lnocq
19393,lnocq82744,spatjoin,Lake Sixteen,22059,"Sixteen, Lake",16-224,630492.5216,561551.7039,122382744,7/1/04,638039,"Sixteen, Lake",4.07E+12,390,39004,82744,lnocq
19397,lnocq82769,spatjoin,Clear Lake,22248,Clear Lake,71-144,644538.9455,554084.0497,122382769,7/1/04,623425,Clear Lake,4.07E+12,390,39004,82769,lnocq
19401,lnocq82765,spatjoin,Black Mallard Lake,22211,Black Mallard Lake,71-145,644355.5486,555750.8215,122382765,7/1/04,1617967,Black Mallard Lake,4.07E+12,390,39004,82765,lnocq
19411,brdch17258,spatjoin,Mud Lake,22015,Mud Lake,16-241,609084.6861,562815.8368,155417258,5/11/07,633024,Mud Lake,4.06011E+12,390,39004,17258,brdch
